ID,Status,Category,Author,Quote (first 80 chars),Source,URL,Detail,needsReview
501,no_url,no_url,Stephen Covey,You can learn a lot from your mistakes when you aren't busy denying them,The 7 Habits of Highly Effective People,,No URL provided,False
506,no_url,no_url,Winston Churchill,You can't reason with a tiger when your head is in its mouth,Darkest Hour,,No URL provided,False
507,no_url,no_url,Soren Gordhamer,You can't stop the waves but you can learn to surf,,,No URL provided,True
508,no_url,no_url,Abraham Lincoln,You cannot escape the responsibility of tomorrow by evading it today,,,No URL provided,True
509,no_url,no_url,M Scott Peck,You cannot truly listen to anyone and do anything else at the same time,The Road Less Traveled,,No URL provided,False
510,no_url,no_url,Marcus Aurelius,You could be good today but instead you chose tomorrow,Meditations,,No URL provided,False
511,no_url,no_url,Marcus Aurelius,You could leave life right now. Let that determine what you do and say and think,Meditations,,No URL provided,False
512,no_url,no_url,Attributed to the Army,You don’t have to like it. You just have to do it,source: Ryan Holiday https://ryanholiday.net/18-stories/,,No URL provided,True
516,no_url,no_url,Peter Thiel,You get negative returns when people run out of ideas,Zero to One,,No URL provided,False
521,no_url,no_url,Eleanor Roosevelt,You must do the things you think you cannot do,,,No URL provided,True
523,no_url,no_url,Joe Rogan,You need struggle,,,No URL provided,True
526,no_url,no_url,Joe E. Lewis,"You only live once, but if you work it right, once is enough",,,No URL provided,True
527,no_url,no_url,Giannis Antetokounmpo,You wake up and you do whatever it takes to be better,,,No URL provided,True
534,no_url,no_url,James Averdieck,You've got to find a niche ... a niche that's moving,Rory Sutherland's On Brand podcast,,No URL provided,True
